timestamp,cpu_usage,memory_usage,replicas
2026-04-05 18:59:01,0.4281022966601266,435806208.0,12.0
2026-04-05 18:59:08,0.3896517771375359,435687424.0,12.0
2026-04-05 18:59:15,0.29183070588401844,433307648.0,12.0
2026-04-05 18:59:23,0.2468386450757189,433332224.0,12.0
2026-04-05 18:59:30,0.20815975546874316,434966528.0,12.0
2026-04-05 18:59:38,0.1958510555868247,434978816.0,12.0
2026-04-05 18:59:45,0.21850692568577876,435220480.0,12.0
2026-04-05 18:59:52,0.22331738807037382,434987008.0,12.0
2026-04-05 19:00:00,0.2839694219722565,435621888.0,12.0
2026-04-05 19:00:07,0.2547956443145655,435556352.0,12.0
2026-04-05 19:00:15,0.2593074354690848,433152000.0,12.0
2026-04-05 19:00:22,0.3023782068489003,433225728.0,12.0
2026-04-05 19:00:29,0.3095313934660223,433315840.0,12.0
2026-04-05 19:00:37,0.3033380034008992,433356800.0,12.0
2026-04-05 19:00:44,0.28779950039302926,433721344.0,12.0
2026-04-05 19:00:52,0.2829110440910326,433586176.0,12.0
2026-04-05 19:01:00,0.2771887126162448,434397184.0,12.0
2026-04-05 19:01:07,0.2876725864177064,434839552.0,12.0
2026-04-05 19:01:14,0.29793540686179,434044928.0,12.0
2026-04-05 19:01:22,0.27098838409475656,434016256.0,12.0
2026-04-05 19:01:29,0.265271231285993,434688000.0,12.0
2026-04-05 19:01:37,0.26345871354215156,435355648.0,12.0
2026-04-05 19:01:44,0.2626858008957476,436649984.0,12.0
2026-04-05 19:01:52,0.3124955255531289,436768768.0,12.0
2026-04-05 19:01:59,0.2897004273328383,433573888.0,12.0
2026-04-05 19:02:06,0.3127868032242331,432898048.0,12.0
2026-04-05 19:02:14,0.3099898939321716,432812032.0,12.0
2026-04-05 19:02:21,0.269314207588991,432742400.0,12.0
2026-04-05 19:02:28,0.27915854858968187,433528832.0,12.0
2026-04-05 19:02:36,0.2986910856827436,433983488.0,12.0
2026-04-05 19:02:43,0.2849966581055572,433909760.0,12.0
2026-04-05 19:02:50,0.25778103744201425,434454528.0,12.0
2026-04-05 19:02:58,0.2827045102706178,434405376.0,12.0
2026-04-05 19:03:05,0.30597335968345,435597312.0,12.0
2026-04-05 19:03:12,0.3034300257085989,435625984.0,12.0
2026-04-05 19:03:20,0.2604301477989219,436117504.0,12.0
2026-04-05 19:03:27,0.25718578957475613,436137984.0,12.0
2026-04-05 19:03:34,0.2952555660594431,436183040.0,12.0
2026-04-05 19:03:41,0.26689840215574984,436457472.0,12.0
2026-04-05 19:03:49,0.3073727763908708,433598464.0,12.0
2026-04-05 19:03:56,0.2766575468898577,433770496.0,12.0
2026-04-05 19:04:03,0.3000909807642917,433721344.0,12.0
2026-04-05 19:04:11,0.28394499413536795,433721344.0,12.0
2026-04-05 19:04:18,0.26289225080837264,434204672.0,12.0
2026-04-05 19:04:25,0.30048562270215917,434425856.0,12.0
2026-04-05 19:04:33,0.27900711919706733,434466816.0,12.0
2026-04-05 19:04:40,0.2528627692111348,434561024.0,12.0
2026-04-05 19:04:47,0.29748151079192003,435191808.0,12.0
2026-04-05 19:04:55,0.29743562687598113,435605504.0,12.0
2026-04-05 19:05:02,0.27758668148776544,435556352.0,12.0
2026-04-05 19:05:09,0.28007056924691637,433303552.0,12.0
2026-04-05 19:05:17,0.2844684326731171,432353280.0,12.0
2026-04-05 19:05:24,0.29016615311836297,433156096.0,12.0
2026-04-05 19:05:31,0.28487245825837676,433455104.0,12.0
2026-04-05 19:05:39,0.2680326721939658,433524736.0,12.0
2026-04-05 19:05:46,0.28885666750505673,433815552.0,12.0
2026-04-05 19:05:54,0.2825290431154482,433868800.0,12.0
2026-04-05 19:06:01,0.26893678769647145,433901568.0,12.0
2026-04-05 19:06:08,0.26552633250000596,434937856.0,12.0
2026-04-05 19:06:16,0.2940595643935735,435326976.0,12.0
2026-04-05 19:06:23,0.24528596123906093,435421184.0,12.0
2026-04-05 19:06:30,0.24306684704283532,435834880.0,12.0
2026-04-05 19:06:38,0.2564341707742373,436187136.0,12.0
2026-04-05 19:06:45,0.2841025802980227,436301824.0,12.0
2026-04-05 19:06:53,0.27639793432467824,436285440.0,12.0
2026-04-05 19:07:00,0.29894646722000146,433397760.0,12.0
2026-04-05 19:07:08,0.27783807730599536,434200576.0,12.0
2026-04-05 19:07:15,0.31001605998391657,461938688.0,12.0
2026-04-05 19:07:23,0.32304684233560466,462020608.0,12.0
2026-04-05 19:07:30,0.31972429482627707,515227648.0,12.0
2026-04-05 19:07:38,0.4661221420717625,515801088.0,12.0
2026-04-05 19:07:45,0.43271406798978246,517201920.0,12.0
2026-04-05 19:07:53,0.5097516537218341,515334144.0,12.0
2026-04-05 19:08:00,0.48042199725806317,514977792.0,12.0
2026-04-05 19:08:08,0.5337648832541393,515215360.0,12.0
2026-04-05 19:08:15,0.5510137243513844,513142784.0,12.0
2026-04-05 19:08:22,0.5413589466023786,513146880.0,12.0
2026-04-05 19:08:30,0.4437186992053278,517832704.0,12.0
2026-04-05 19:08:37,0.5372126252148218,518172672.0,12.0
2026-04-05 19:08:45,0.4698197207529531,518889472.0,12.0
2026-04-05 19:08:52,0.5160578255823087,516599808.0,12.0
2026-04-05 19:09:00,0.5483558586348357,515424256.0,12.0
2026-04-05 19:09:07,0.5563945270386752,514789376.0,12.0
2026-04-05 19:09:15,0.46622434805813995,515125248.0,12.0
2026-04-05 19:09:22,0.531789763071737,517410816.0,12.0
2026-04-05 19:09:29,0.46847001611341194,516636672.0,12.0
2026-04-05 19:09:37,0.5197247463481082,510222336.0,12.0
2026-04-05 19:09:44,0.5136212311798497,508182528.0,12.0
2026-04-05 19:09:52,0.4696050628274594,508207104.0,12.0
